🚀 FULL MATRIX: 140 files × 5 backends × 3 tiers = 2100 calls
📋 Checkpoint: 0 results already in live_matrix_full_v2.jsonl
  ✅ [gpt-oss:120b-cloud] tier2 DES_0005_pycryptodome.bin: GT=DES PRED=DES (0.8s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0006_openssl.bin: GT=DES PRED=DES (1.6s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0007_openssl.bin: GT=DES PRED=DES (1.4s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0008_pycryptodome.bin: GT=DES PRED=DES (1.9s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0009_pycryptodome.bin: GT=DES PRED=DES (1.1s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0010_openssl.bin: GT=DES PRED=DES (1.6s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0011_openssl.bin: GT=DES PRED=DES (1.4s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0012_pycryptodome.bin: GT=DES PRED=DES (1.5s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0013_pycryptodome.bin: GT=DES PRED=DES (4.0s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0014_pycryptodome.bin: GT=DES PRED=DES (1.6s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0015_openssl.bin: GT=DES PRED=DES (2.6s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0016_pycryptodome.bin: GT=DES PRED=DES (1.5s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0017_openssl.bin: GT=DES PRED=DES (1.9s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0018_pycryptodome.bin: GT=DES PRED=DES (1.7s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0019_openssl.bin: GT=DES PRED=DES (2.5s)
  ✅ [gpt-oss:120b-cloud] tier2 DES_0020_pycryptodome.bin: GT=DES PRED=DES (2.2s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0001_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.8s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0002_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.3s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0003_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.3s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0004_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.7s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0005_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.3s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0006_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0007_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0008_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.3s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0009_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0010_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (2.1s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0011_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.5s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0012_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.3s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0013_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.7s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0014_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.8s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0015_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.5s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0016_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0017_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0018_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0019_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.7s)
  ✅ [gpt-oss:120b-cloud] tier2 ML-KEM-768_0020_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0001_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.7s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0002_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0003_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.4s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0004_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.5s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0005_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0006_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.7s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0007_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0008_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.3s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0009_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (4.5s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0010_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0011_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.0s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0012_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0013_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.0s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0014_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.1s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0015_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.1s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0016_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.1s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0017_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.4s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0018_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.2s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0019_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.0s)
  ✅ [gpt-oss:120b-cloud] tier2 RSA-2048_0020_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.7s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0001_openssl.bin: GT=3DES PRED=ChaCha20 (8.5s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0002_openssl.bin: GT=3DES PRED=ChaCha20 (7.5s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0003_pycryptodome.bin: GT=3DES PRED=ChaCha20 (6.1s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0004_pycryptodome.bin: GT=3DES PRED=3DES (11.4s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0005_openssl.bin: GT=3DES PRED=ChaCha20 (10.3s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0006_pycryptodome.bin: GT=3DES PRED=3DES (10.1s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0007_openssl.bin: GT=3DES PRED=3DES (7.3s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0008_pycryptodome.bin: GT=3DES PRED=ChaCha20 (6.6s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0009_openssl.bin: GT=3DES PRED=3DES (4.3s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0010_pycryptodome.bin: GT=3DES PRED=ChaCha20 (4.5s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0011_pycryptodome.bin: GT=3DES PRED=AES-256 (13.9s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0012_openssl.bin: GT=3DES PRED=3DES (6.5s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0013_openssl.bin: GT=3DES PRED=3DES (2.8s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0014_openssl.bin: GT=3DES PRED=ChaCha20 (4.2s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0015_pycryptodome.bin: GT=3DES PRED=RSA-2048 (6.8s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0016_openssl.bin: GT=3DES PRED=3DES (7.2s)
  ✅ [gpt-oss:120b-cloud] tier3 3DES_0017_openssl.bin: GT=3DES PRED=3DES (5.4s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0018_pycryptodome.bin: GT=3DES PRED=ChaCha20 (7.8s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0019_pycryptodome.bin: GT=3DES PRED=ChaCha20 (6.5s)
  ❌ [gpt-oss:120b-cloud] tier3 3DES_0020_openssl.bin: GT=3DES PRED=ChaCha20 (15.6s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0001_openssl.bin: GT=AES-128 PRED=AES-256 (9.1s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0002_pycryptodome.bin: GT=AES-128 PRED=AES-256 (6.0s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0003_pycryptodome.bin: GT=AES-128 PRED=AES-256 (12.2s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-128_0004_openssl.bin: GT=AES-128 PRED=AES-128 (10.6s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0005_openssl.bin: GT=AES-128 PRED=AES-256 (11.0s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0006_pycryptodome.bin: GT=AES-128 PRED=AES-256 (9.5s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0007_pycryptodome.bin: GT=AES-128 PRED=AES-256 (12.9s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0008_pycryptodome.bin: GT=AES-128 PRED=AES-256 (12.7s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0009_openssl.bin: GT=AES-128 PRED=AES-256 (10.1s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-128_0010_openssl.bin: GT=AES-128 PRED=AES-128 (9.8s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-128_0011_pycryptodome.bin: GT=AES-128 PRED=AES-128 (8.2s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0012_pycryptodome.bin: GT=AES-128 PRED=AES-256 (9.2s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0013_openssl.bin: GT=AES-128 PRED=AES-256 (6.3s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0014_openssl.bin: GT=AES-128 PRED=ChaCha20 (8.3s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0015_pycryptodome.bin: GT=AES-128 PRED=AES-256 (12.4s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0016_openssl.bin: GT=AES-128 PRED=AES-256 (10.1s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0017_pycryptodome.bin: GT=AES-128 PRED=AES-256 (6.8s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0018_openssl.bin: GT=AES-128 PRED=AES-256 (5.4s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0019_pycryptodome.bin: GT=AES-128 PRED=AES-256 (6.6s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-128_0020_pycryptodome.bin: GT=AES-128 PRED=AES-256 (8.1s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0001_openssl.bin: GT=AES-256 PRED=AES-256 (5.7s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0002_openssl.bin: GT=AES-256 PRED=AES-256 (8.2s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-256_0003_openssl.bin: GT=AES-256 PRED=ChaCha20 (6.6s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0004_openssl.bin: GT=AES-256 PRED=AES-256 (10.9s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0005_openssl.bin: GT=AES-256 PRED=AES-256 (9.6s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0006_openssl.bin: GT=AES-256 PRED=AES-256 (9.4s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-256_0007_pycryptodome.bin: GT=AES-256 PRED=AES-128 (7.1s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-256_0008_pycryptodome.bin: GT=AES-256 PRED=AES-128 (9.6s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0009_openssl.bin: GT=AES-256 PRED=AES-256 (6.7s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0010_openssl.bin: GT=AES-256 PRED=AES-256 (8.0s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0011_pycryptodome.bin: GT=AES-256 PRED=AES-256 (12.9s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0012_pycryptodome.bin: GT=AES-256 PRED=AES-256 (8.0s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0013_openssl.bin: GT=AES-256 PRED=AES-256 (6.7s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0014_openssl.bin: GT=AES-256 PRED=AES-256 (7.4s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0015_openssl.bin: GT=AES-256 PRED=AES-256 (8.1s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0016_pycryptodome.bin: GT=AES-256 PRED=AES-256 (5.7s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0017_openssl.bin: GT=AES-256 PRED=AES-256 (9.0s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0018_openssl.bin: GT=AES-256 PRED=AES-256 (5.2s)
  ❌ [gpt-oss:120b-cloud] tier3 AES-256_0019_pycryptodome.bin: GT=AES-256 PRED=AES-128 (6.0s)
  ✅ [gpt-oss:120b-cloud] tier3 AES-256_0020_pycryptodome.bin: GT=AES-256 PRED=AES-256 (5.6s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0001_openssl.bin: GT=ChaCha20 PRED=AES-256 (16.1s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0002_pycryptodome.bin: GT=ChaCha20 PRED=AES-256 (10.5s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0003_openssl.bin: GT=ChaCha20 PRED=AES-256 (12.3s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0004_pycryptodome.bin: GT=ChaCha20 PRED=AES-256 (5.5s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0005_openssl.bin: GT=ChaCha20 PRED=AES-256 (11.2s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0006_pycryptodome.bin: GT=ChaCha20 PRED=AES-256 (6.3s)
  ✅ [gpt-oss:120b-cloud] tier3 ChaCha20_0007_pycryptodome.bin: GT=ChaCha20 PRED=ChaCha20 (10.4s)
  ✅ [gpt-oss:120b-cloud] tier3 ChaCha20_0008_pycryptodome.bin: GT=ChaCha20 PRED=ChaCha20 (9.6s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0009_pycryptodome.bin: GT=ChaCha20 PRED=AES-128 (6.2s)
  ✅ [gpt-oss:120b-cloud] tier3 ChaCha20_0010_pycryptodome.bin: GT=ChaCha20 PRED=ChaCha20 (6.9s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0011_pycryptodome.bin: GT=ChaCha20 PRED=RSA-2048 (6.4s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0012_openssl.bin: GT=ChaCha20 PRED=AES-256 (6.1s)
  ✅ [gpt-oss:120b-cloud] tier3 ChaCha20_0013_pycryptodome.bin: GT=ChaCha20 PRED=ChaCha20 (7.7s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0014_openssl.bin: GT=ChaCha20 PRED=AES-256 (5.3s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0015_openssl.bin: GT=ChaCha20 PRED=RSA-2048 (4.9s)
  ✅ [gpt-oss:120b-cloud] tier3 ChaCha20_0016_openssl.bin: GT=ChaCha20 PRED=ChaCha20 (11.4s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0017_openssl.bin: GT=ChaCha20 PRED=AES-256 (6.8s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0018_pycryptodome.bin: GT=ChaCha20 PRED=AES-256 (14.6s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0019_openssl.bin: GT=ChaCha20 PRED=AES-128 (7.6s)
  ❌ [gpt-oss:120b-cloud] tier3 ChaCha20_0020_openssl.bin: GT=ChaCha20 PRED=AES-256 (7.7s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0001_pycryptodome.bin: GT=DES PRED=ChaCha20 (9.1s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0002_openssl.bin: GT=DES PRED=3DES (10.9s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0003_openssl.bin: GT=DES PRED=ChaCha20 (10.0s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0004_openssl.bin: GT=DES PRED=3DES (11.5s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0005_pycryptodome.bin: GT=DES PRED=ChaCha20 (12.0s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0006_openssl.bin: GT=DES PRED=3DES (7.4s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0007_openssl.bin: GT=DES PRED=AES-256 (11.7s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0008_pycryptodome.bin: GT=DES PRED=ChaCha20 (10.8s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0009_pycryptodome.bin: GT=DES PRED=ChaCha20 (4.7s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0010_openssl.bin: GT=DES PRED=ChaCha20 (5.2s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0011_openssl.bin: GT=DES PRED=RSA-2048 (8.2s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0012_pycryptodome.bin: GT=DES PRED=AES-256 (4.6s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0013_pycryptodome.bin: GT=DES PRED=3DES (7.8s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0014_pycryptodome.bin: GT=DES PRED=ChaCha20 (3.2s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0015_openssl.bin: GT=DES PRED=ChaCha20 (7.0s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0016_pycryptodome.bin: GT=DES PRED=3DES (5.9s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0017_openssl.bin: GT=DES PRED=3DES (6.2s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0018_pycryptodome.bin: GT=DES PRED=ChaCha20 (7.7s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0019_openssl.bin: GT=DES PRED=AES-128 (12.6s)
  ❌ [gpt-oss:120b-cloud] tier3 DES_0020_pycryptodome.bin: GT=DES PRED=ChaCha20 (10.4s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0001_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (7.5s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0002_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (12.2s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0003_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (8.2s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0004_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (7.7s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0005_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (7.4s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0006_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (4.3s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0007_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (9.6s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0008_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (4.6s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0009_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (3.1s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0010_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (3.1s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0011_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (9.6s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0012_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (11.8s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0013_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (3.7s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0014_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (6.8s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0015_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (14.7s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0016_openssl.bin: GT=ML-KEM-768 PRED=AES-128 (10.5s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0017_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (10.0s)
  ✅ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0018_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (4.2s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0019_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (11.9s)
  ❌ [gpt-oss:120b-cloud] tier3 ML-KEM-768_0020_openssl.bin: GT=ML-KEM-768 PRED=AES-256 (8.8s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0001_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (5.6s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0002_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (7.1s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0003_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (7.6s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0004_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (4.2s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0005_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (4.7s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0006_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (5.4s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0007_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (6.3s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0008_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (6.3s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0009_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (4.4s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0010_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (4.3s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0011_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (3.8s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0012_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (5.1s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0013_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (4.2s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0014_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (6.5s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0015_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (3.8s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0016_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (3.5s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0017_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (5.8s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0018_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (3.6s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0019_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (7.7s)
  ✅ [gpt-oss:120b-cloud] tier3 RSA-2048_0020_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (2.8s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0001_openssl.bin: GT=3DES PRED=3DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0002_openssl.bin: GT=3DES PRED=3DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0003_pycryptodome.bin: GT=3DES PRED=3DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0004_pycryptodome.bin: GT=3DES PRED=3DES (0.6s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0005_openssl.bin: GT=3DES PRED=3DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0006_pycryptodome.bin: GT=3DES PRED=3DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0007_openssl.bin: GT=3DES PRED=3DES (1.2s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0008_pycryptodome.bin: GT=3DES PRED=3DES (0.6s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0009_openssl.bin: GT=3DES PRED=3DES (3.9s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0010_pycryptodome.bin: GT=3DES PRED=3DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0011_pycryptodome.bin: GT=3DES PRED=3DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0012_openssl.bin: GT=3DES PRED=3DES (0.8s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0013_openssl.bin: GT=3DES PRED=3DES (2.3s)
  ✅ [nemotron-3-super:cloud] tier1 3DES_0014_openssl.bin: GT=3DES PRED=3DES (0.6s)
